,Job Title,Company Name,Location,Salary Estimate,Rating,Job Description,size,founded,type,industry,sector,revenue
383,Junior Data Scientist,JCPenney,"Plano, TX","$77,587 /yr (est.)",3.4,"Location: Plano, TX, United States -
Job ID: 1109493
Corporate Positions
Technology
Job Type: Full-Time
Date Updated: Jun 16, 2022
Junior Data Scientist

We are looking for Junior Data Scientist to join our growing Digital team focused on building transformational capabilities to support our 120-year-old brand. Under direct supervision of the Distinguished Data Scientist, this position will assist in data mining and optimization techniques to build and tune models to deliver long-term data science solutions.







We offer a competitive benefits package including medical/dental/vision, term life insurance, paid vacation/holidays, 401(k) Savings Plan with company match, and an associate discount on JCPenney merchandise.



JCPenney is the shopping destination for diverse, working American families. With inclusivity at its core, the Company's product assortment meets customers' everyday needs and helps them commemorate every special occasion with style, quality and value. JCPenney offers a broad portfolio of fashion, apparel, home, beauty and jewelry from national and private brands and provides personal services including salon, portrait and optical. The Company and its 50,000 associates worldwide serve customers where, when and how they want to shop - from jcp.com to more than 650 stores in the U.S. and Puerto Rico. In 2022, JCPenney celebrates 120 years as an iconic American brand by continuing its legacy of connecting with customers through shopping and community engagement. Please visit JCPenney's Newsroom to learn more and follow JCPenney on Facebook, Instagram, Twitter and LinkedIn.

For more opportunities to join our team please visit our careers page.",10000+ Employees,1902,Company - Private,"Department, Clothing & Shoe Stores",Retail & Wholesale,$1 to $2 billion (USD)
384,Data Analyst,Hulu,"Santa Monica, CA","$87,765 /yr (est.)",3.9,"We are seeking a Data Analyst who will focus on analyzing subscriber retention and engagement. Collaborating across marketing, product, data engineering, data science and business teams, this position will design and implement reporting that enables internal clients to access, explore and monitor data, as well as perform analysis and share underlying trends and insights to help teams have a better understanding of the ESPN+ and Disney+ subscribers, audience behavior and engagement drivers.
Responsibilities
Mine data, perform quantitative analysis and create clear and actionable narratives about our audience, their behaviors, and drivers of retention and engagement.
Partner with colleagues facilitating the design, build and automation of reports / dashboards that provide insight into customer conversion and behavior.
Build intuitive interfaces, infographics, and visualizations to tell stories with data.",1001 to 5000 Employees,2007,Company - Private,Broadcast Media,Media & Communication,$1 to $2 billion (USD)
385,Quantitative Researcher,Bridgefront Capital,"Austin, TX","$117,321 /yr (est.)",-1,"Quantitative Researchers work directly with our portfolio managers to innovate in our lab and manage production strategies. Our research team has excelled at multiple top firms and offers an opportunity to work with a strong successful group. Our technology enables rapid experimentation, flexibility in quantitative approaches, and large-scale hypothesis testing in a parallel computing environment. Our culture is collaborative and open with an emphasis on ingenuity and interrogating reality as we challenge assumptions and conduct rigorous research. Opportunities for advancement include overseeing a subset of strategies as a portfolio manager.

In this role you will:",1 to 50 Employees,Unknown,Unknown / Non-Applicable,-1,-1,-1
386,"Marketing Technology Data Engineer (Open to remote work, except the following locations: SD, VT, and WV)",Converse,"Boston, MA","$115,000 /yr (est.)",4.1,"Become part of the Converse Team
Converse is a place to explore potential, break barriers and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At Converse, it’s about each person bringing skills and passion to a challenging and constantly evolving world to make things better as a team.
We Need Someone Who Speaks Computer
Computers have their own language. Which most of us don’t speak. But you do. And we need your fluency. Let’s face it. The modern world is shackled to computers so we need experts like yourself to keep us running. So come join our crew. You don’t have to call yourself The Computer Whisperer but we might.",1001 to 5000 Employees,1908,Subsidiary or Business Segment,"Department, Clothing & Shoe Stores",Retail & Wholesale,$2 to $5 billion (USD)
387,data scientist (multiple openings) - Remote,Starbucks,"Seattle, WA","$88,607 /yr (est.)",3.8,"Job Posting
: Jun 23, 2022
Job Posting End Date
: Aug 23, 2022
Location
: US-WA-Seattle-Starbucks Support Center
Is this role eligible for remote or hybrid work? : Yes-Remote",10000+ Employees,1971,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD)
388,Applied Machine Learning Scientist,Penguin Random House LLC,"New York, NY","$89,037 /yr (est.)",3.9,"Penguin Random House is the leading adult and children's publishing house in North America, the United Kingdom, and many other regions worldwide. In publishing the best books in every genre and subject for all ages, we are committed to quality, excellence in execution, and innovation throughout the entire publishing process: editorial, design, marketing, publicity, sales, production, and distribution. With the proliferation of data and the fast-changing dynamics within the publishing industry, data science and AI tools are vital to our business.

The Data Science team at Penguin Random House is seeking an Applied Machine Learning Scientist. We are an agile team of data scientists and software engineers. Data science at PRH truly runs the gamut, encompassing pricing systems, sales forecasting recommender/personalization systems, title segmentation, supply chain, ad-hoc analysis, and data exploration. The data science team is drawn from various disciplines and backgrounds; the group is well resourced and supported by data warehousing/engineering and DevOps functions.",1001 to 5000 Employees,2013,Company - Private,Publishing,Media & Communication,$1 to $2 billion (USD)
389,Jr. Data Scientist,DonorSearch,Remote,"$60,000 /yr (est.)",3.9,"Background:
DonorSearch is the leading provider of prospect research solutions and AI-powered technologies, serving over 6,800 nonprofit organizations across the US. We are family-owned, headquartered in Maryland, and have a rapidly-growing remote workforce in every U.S. timezone. With our outstanding reputation and team of innovative professionals, we seek someone to join us to expand our brand and make a lasting impact on the world.
At DonorSearch, we value: Innovation, Excellence, Growth, Collaboration, and Quality.
Job Summary:
DonorSearch Aristotle introduced deep learning and machine learning into the nonprofit sector by building custom models with a robust interactive visualization tool to help organizations fundraise more efficiently. The Data Scientist will use best-in-class machine learning technologies to develop machine learning algorithms to meet various objectives of fundraising staff.",1 to 50 Employees,Company - Public,Accounting & Tax,Financial Services,Unknown / Non-Applicable,-1
390,Graduate Data Scientist - Role Can be Remote,MARS,"Franklin, TN","$97,271 /yr (est.)",4.2,"The Petcare Segment consists of five Divisions: Pet Nutrition, Royal Canin, Mars Veterinary Health N. America, Mars Veterinary Health International & Diagnostics, Kinship. Under this new organization of Petcare Product and Service brands, we launched our Strategy in 2018 with an objective to “Create a Better World for Pets by extending global leadership in Nutrition, Health and Services powered by Data”.
With the breadth and scale of our Petcare businesses we have unique and unrivalled data assets. The potential to create benefits for Pets and sustainable competitive advantage is huge and we need to seize this opportunity now.
Our data assets consist of Veterinary data including appointment and invoice details as well as the medical histories and diagnostic details this provides. We have breed and disease marker data from our DNA diagnostics business (Wisdom Health), Location and Activity Tracking data from our Whistle business. From our nutrition businesses we have sales data, some consumer data as well as valuable information about retailers, Veterinarians, Breeders and Shelters. We also have third party data providing us with product purchasing insights and the potential to develop deeper and broader views into Petcare shopping through collaboration and D2C engagement.",10000+ Employees,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD)
391,Science Data Analyst for MAVEN/IUVS,University of Colorado Boulder,"Boulder, CO","$59,543 /yr (est.)",4.0,"Job Summary
Scientific Data Analyst for the Imaging UltraViolet Spectrograph team on the MAVEN mission orbiting Mars.


The University of Colorado Boulder is committed to building a culturally diverse community of faculty, staff, and students dedicated to contributing to an inclusive campus environment. We are an Equal Opportunity employer, including veterans and individuals with disabilities.
Who We Are
The Laboratory for Atmospheric and Space Physics (LASP) at the University of Colorado Boulder (CU) began in 1948, a decade before NASA. We are the world’s only academic research institute to have sent instruments to all eight planets and Pluto.",10000+ Employees,1876,College / University,Colleges & Universities,Education,$2 to $5 billion (USD)
392,Junior Data Labeler,Deloitte,"Rosslyn, VA","$67,245 /yr (est.)",4.0,"Junior Data Labeler

In this age of disruption, organizations need to navigate the future with confidence by tapping into the power of data analytics, robotics, and cognitive technologies such as Artificial Intelligence (AI). Our Strategy & Analytics portfolio helps clients leverage rigorous analytical capabilities and a pragmatic mindset to solve the most complex of problems. By joining our team, you will play a key role in helping to our clients uncover hidden relationships from vast troves of data and transforming the Government and Public Services marketplace.

Work you'll do

The Junior Data Labeler will be focused on annotating tasks and delivering high quality results by following a variety of instructions.

The best candidate for this role will be:







Deloitte's Government and Public Services (GPS) practice - our people, ideas, technology and outcomes-is designed for impact. Serving federal, state, & local government clients as well as public higher education institutions, our team of over 15,000+ professionals brings fresh perspective to help clients anticipate disruption, reimagine the possible, and fulfill their mission promise.

The GPS Analytics and Cognitive (A&C) offering is responsible for developing advanced analytics products and applying data visualization and statistical programming tools to enterprise data in order to advance and enable the key mission outcomes for our clients. Our team supports all phases of analytic work product development, from the identification of key business questions through data collection and ETL, and from performing analyses and using a wide range of statistical, machine learning, and applied mathematical techniques to delivery insights to decision-makers. Our practitioners give special attention to the interplay between data and the business processes that produce it and the decision-makers that consume insights.",10000+ Employees,1850,Company - Private,Accounting & Tax,Financial Services,$10+ billion (USD)
393,Applied Researcher,Microsoft,"Bellevue, WA","$117,794 /yr (est.)",4.4,"Our team in Microsoft Azure AI is working on cutting-edge NLP and Deep Learning models to power Microsoft AI products and build it as a service to serve many internal and external applications. The team focuses on applying deep learning techniques to solve AI problems such as Natural Language to Code, efficient adaptation of large-scale language models, Question Answering on structured data, such as the No-code low-code AI models in Power Platform, the copilot project via the collaboration with Github, as well as applying large scale models such as GPT-3 & Dall-E 2, and reinforcement learning for various exciting products and AI service.

We are a hybrid team at the intersection of applied research and product, with positions ranging from researchers and applied scientists to software engineers. Our team has the flexibility to tackle challenging and exciting research problems that are highly related to product requirements. For this position, we are hiring for the NL and Code project for copilot project, or the no-code AI model project for Power Platform and other exciting NLAndCode and Safety projects to improve its model quality, as well as the large language model adaptation project and reinforcement learning to advance our research in this area.",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
394,"Staff Applied Scientist I, Recommendations & Personalization",Etsy,"Brooklyn, NY","$50,449 /yr (est.)",4.6,"Company Description

Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect entrepreneurs with buyers around the world. Etsy, Inc.'s 'house of brands' portfolio has expanded to now include four individually distinct ecommerce brands - Etsy, fashion resale marketplace Depop, musical instrument marketplace Reverb, and Brazil-based handmade goods marketplace Elo7. As an Etsy employee, you'll tackle unique problems alongside talented coworkers committed to Keeping Commerce Human. We're large enough that you'll focus on meaningful, complex challenges, but small enough that you can make a rewarding impact.

Job Description",1001 to 5000 Employees,2005,Company - Public,Other Retail Stores,Retail & Wholesale,$1 to $2 billion (USD)
395,"Junior Researcher, Data Science",Paliwoda Group,"New York, NY","$50,449 /yr (est.)",-1,"Paliwoda Labs is looking for Junior Researchers to join our Data team: Students in Data Science who contribute to the work we do in large-scale data analysis and visualization, while enhancing their own academic skills and competencies within themes that suit their interests; and who may eventually move to technical or co-founder roles within our Ventures portfolio companies — projects they helped to grow.

Junior Researchers are assigned to projects in the Data Lab under the expert direct supervision of researchers already working with founders from the Ventures portfolio. Expect deep involvement in many aspects of each startup you are supporting to better understand business challenges, and to offer applicable technical solutions with a lean mindset that guides them through their growth and development.
Location: USA — New York City
Primary Responsibilities:





Paliwoda Labs is our incubator for bold experimentation and innovation, with a focus on practical applications that help startups attract investment capital. We partner with entrepreneurs to nurture their ideas at early stages; offering technical assistance to demonstrate initial viability, and mentorship to align the strategic vision of founders with paths toward monetization and profitability. The Data Lab practice provides a diverse range of expertise for crafting data-centric applications that create value in the ""real world"" through data analysis and visualization, and innovative storytelling.",-1,-1,-1,-1,-1,-1
396,Jr. Data Scientist,Net2Aspire LLC,Remote,"$82,500 /yr (est.)",-1," Apply Statistical and Machine Learning methods to specific business problems and data.
 Ensure data quality throughout all stages of acquisition and processing, including such areas as data sourcing/collection, ground truth generation, normalization, transformation, cross-lingual alignment/mapping, etc.
 Using tools such as Tableau, Looker and GoogleData Studio to aggregate data from across our software tools to build and develop dashboards for both client-facing and internal purposes across the company that feature relevant KPIs and metrics
 Create data dashboards and other data visualization tools to track progress to inform continuous quality improvement of the Congregate Settings Investigation and Response Unit.
 Design, develop, evaluate, and release highly innovative models elevate the customer experience and track impact over time",-1,-1,-1,-1,-1,-1
397,Data Scientist (Junior),BDSA,"Louisville, CO","$100,000 /yr (est.)",1.4,"Job Summary: The Analytics team empowers BDSA through the development of syndicated market research products based on various datasets. As a Junior Data Scientist, you will work on highly complex projects supporting the Product and Professional Services teams with data wrangling, data cleaning, and data reporting tools and techniques.
Your day-to-day activities will involve using heterogeneous datasets to derive insights and automation. For example, combining public weather data with proprietary sales data to identify trends and build forecasts, or using ML/AI tools to parse large datasets and deduplicate data.
QC/QA processes are critical elements of this work and you will spend substantial time automating and managing automated QC/QA systems. The datasets grow substantially day by day and automation of the QC/QA environment is a top priority.
This is a fast-paced environment with a variety of challenges, many of which are driven by external factors. If you're excited to work on new projects, constantly find ways to overcome obstacles, and find joy in solving problems than this may be the job for you. As a junior data scientist, you'll work under the direction of senior team members and be expected to rapidly learn new tools and techniques. While work will be guided by more seasoned team members, your intellect, technical skills, and creativity will be highly valued and there is room for advancement.",51 to 200 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
398,STATISTICAL ASSISTANT,UTOFUN,Manhattan,"$37,070 /yr (est.)",4.1,"Overview
The UTOFUN is the leading internet source of analysis on Economy & US Real Estate and one stop real estate information platform. We deliver our information through a range of formats, from Website and Social Platforms to conferences and electronic services. In this position, not only you can experience most fast-growing business but also data- & tech-driven online platform.

We are recruiting statistical assistant in New York team.

Location at Midtown Manhattan, New York.
Job Duty
The following job duties are including but not limited to ….

Assist in compute and analyze real estate and economic data by statistical/quantitative formula and model.

Maintain and enter a large dataset of real estate, economic data, and verify data integrity.

Compile reports, charts, or graphs that describe and interpret findings of analysis into the production of periodic research papers/documents.

Assist in participating in the publication of data or information and communicating with clients, policymakers, and media reporters.
No working experience is required

Must have at least Bachelor degree in Economics, Statistics, Math or other related fields.

Resume email to utofun@utofun.com
Location: New York City",1 to 50 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1
399,"Data Science, Product Analytics",Microsoft,"Redmond, WA","$124,486 /yr (est.)",4.4,"Are you a Data Scientist with a passion for collaborating with Engineers, Product Managers, and other Data Scientists?

We’re looking for someone to join our team of Data Scientists and Technical Program Managers who are focused on driving product growth for the Developer Division. Your efforts will help the organization get more information and insights out of the data produced by our products and experiences.

We expect that you have experience or are interested in doing deep analysis to help us improve our products and experiences for developers. This includes customer journey analysis and statistical modeling to identify factors that are correlated with successful or adverse user outcomes.

You will be working on growing products made in our Developer Division that are used by millions of developers worldwide. According to the 2021 Stack Overflow developer survey, Visual Studio and Visual Studio Code are the leading IDEs used by developers, used by more than 30% and 70% respectively. Our Azure cloud platform is used by more than 30% of developers, with .NET as the most loved framework. We’re constantly striving to learn the needs of developers, how they work and what frustrates them, and how we can help them be more productive. Delighting and retaining developers who use Azure with our tools and services is our core mission.",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
400,"Front End Engineer, MADS- Measurement and Data Science",Amazon.com Services LLC,"Boulder, CO","$93,800 /yr (est.)",3.8,"Professional non-internship experience with front end, web or mobile software development using JavaScript, HTML and CSS
Job summary
Front End Engineer- AMC

About the role

We are looking for an engineer who is excited about solving challenging engineering problems, has a proven track record of building web applications and has the ability to support highly available systems. In this role you will partner with product leaders and business partners to design, implement and launch new features that enable advertisers to build, manage and serve innovative ads that speak to their customers. The right candidate will possess strong technical skills, can dive deep with demonstrated experience in leading projects and is able to mentor junior team members. There is lots of opportunity for growth in this role as the team is expanding and needs engineers who are motivated to constantly improve technical strategy, operational efforts and development life cycle.

Enjoy innovating on behalf of customers, simplifying complex problems and tackling tough design challenges? Come be part of this energetic, bright, and fun-loving team!

The pay range for this position in Colorado is $93,800/yr; however, base pay offered may vary depending on job-related knowledge, skills, and experience. A sign-on bonus and restricted stock units may be provided as part of the compensation package, in addition to a full range of medical, financial, and/or other benefits, dependent on the position offered. This information is provided per the Colorado Equal Pay Act. Base pay information is based on market location. Applicants should apply via Amazon’s internal or external careers site.

#sspajobs

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
401,Data Analyst,Hulu,"Santa Monica, CA","$87,765 /yr (est.)",3.9,"We are seeking a Data Analyst who will focus on analyzing subscriber retention and engagement. Collaborating across marketing, product, data engineering, data science and business teams, this position will design and implement reporting that enables internal clients to access, explore and monitor data, as well as perform analysis and share underlying trends and insights to help teams have a better understanding of the ESPN+ and Disney+ subscribers, audience behavior and engagement drivers.
Responsibilities
Mine data, perform quantitative analysis and create clear and actionable narratives about our audience, their behaviors, and drivers of retention and engagement.
Partner with colleagues facilitating the design, build and automation of reports / dashboards that provide insight into customer conversion and behavior.
Build intuitive interfaces, infographics, and visualizations to tell stories with data.",1001 to 5000 Employees,2007,Company - Private,Broadcast Media,Media & Communication,$1 to $2 billion (USD)
402,Student Employee - Data Science,Electric Power Research Institute,"Charlotte, NC","$75,720 /yr (est.)",5.0,"Job Title:
Student Employee - Data Science
Location:
Charlotte, NC
Job Summary and Description:
This role is primarily related to Data Science, so degree programs focused on scientific disciplines in this area are preferred.
Candidates will support subject matter experts and data scientists in a variety of data analysis tasks that may include: literature review; data review and preparation; model development and implementation; and model results review and assessment.
This opportunity will require the candidate to be in a degree program that is focused on engineering or scientific disciplines. These include, but are not limited to:",Unknown,Company - Private,Unknown / Non-Applicable,-1,-1,-1
403,Quantitative Researcher,TikTok,"New York, NY","$129,369 /yr (est.)",3.6,"About TikTok

Our mission is to inspire creativity and bring joy.
We have global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul, and Tokyo.

About the Role

TikTok is looking for a full-time Ads Data Scientist in our Global Business Solutions team within Marketing Science. This role will call for a quantitative thought leader with a specific focus on Individual Contribution of custom quantitive solutions and prototypes that help accelerate the work of our measurement, research, partnerships, or technical teams. Where your work drives high-performing insights, you will represent us at industry events, academic journals, or client conferences

What you will do

A successful candidate must have
TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience.

TikTok is committed to providing reasonable accommodations during our recruitment process. If you need assistance or an accommodation, please reach out to us at accommodations@tiktok.com.",1001 to 5000 Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
404,"CO-OP, DATA SCIENCE",PUMA,"Somerville, MA","$105,886 /yr (est.)",4.0,"INTERNS
CO-OP, DATA SCIENCE
Somerville, Massachusetts, United States of America

SPEED & SPIRIT is what we look for in our candidates, defined by some simple values that inspire us to BE DRIVEN in our performance, BE VIBRANT in our sporting legacy, BE TOGETHER in our team spirit, and BE YOU to let our individual talent and experience shine. Applying for a job at PUMA is easy and all genders are welcome. Simply click APPLY ONLINE and follow the steps to upload your application.
YOUR MISSION",10000+ Employees,1948,Company - Private,"Department, Clothing & Shoe Stores",Retail & Wholesale,$5 to $10 million (USD)
405,Entry Level Data Analyst (Part-time),CORMAC,Remote,"$105,886 /yr (est.)",3.4,"HUB Zone residence is a requirement for this job.

Please check if you qualify for this position at the link below.
HUBZone Map (sba.gov) to confirm residence and indicate this in your application.

This is a remote based, part time, about 10 hours per week position, which allows for relatively flexible hours, but at least half of the work will be completed during business hours when some of the communications that are related to the work may need to occur.
17/hr
We're looking for aspiring Data Analysts who are passionate about Innovation and Health Information Technology. As a Data Analyst, you will gain real-world experience that will help further enhance your academic and career goals.",Unknown,2002,Company - Private,Software Development,Information Technology,Less than $1 million (USD)
406,decision scientist (multiple openings) - Remote,Starbucks,"Seattle, WA","$67,515 /yr (est.)",3.8,"Job Posting
: Jun 23, 2022
Job Posting End Date
: Aug 23, 2022
Location
: US-WA-Seattle-Starbucks Support Center
Is this role eligible for remote or hybrid work? : Yes-Remote",10000+ Employees,1971,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD)
407,Junior Data Scientist,JCPenney,"Plano, TX","$77,587 /yr (est.)",3.4,"Location: Plano, TX, United States -
Job ID: 1109493
Corporate Positions
Technology
Job Type: Full-Time
Date Updated: Jun 16, 2022
Junior Data Scientist

We are looking for Junior Data Scientist to join our growing Digital team focused on building transformational capabilities to support our 120-year-old brand. Under direct supervision of the Distinguished Data Scientist, this position will assist in data mining and optimization techniques to build and tune models to deliver long-term data science solutions.







We offer a competitive benefits package including medical/dental/vision, term life insurance, paid vacation/holidays, 401(k) Savings Plan with company match, and an associate discount on JCPenney merchandise.



JCPenney is the shopping destination for diverse, working American families. With inclusivity at its core, the Company's product assortment meets customers' everyday needs and helps them commemorate every special occasion with style, quality and value. JCPenney offers a broad portfolio of fashion, apparel, home, beauty and jewelry from national and private brands and provides personal services including salon, portrait and optical. The Company and its 50,000 associates worldwide serve customers where, when and how they want to shop - from jcp.com to more than 650 stores in the U.S. and Puerto Rico. In 2022, JCPenney celebrates 120 years as an iconic American brand by continuing its legacy of connecting with customers through shopping and community engagement. Please visit JCPenney's Newsroom to learn more and follow JCPenney on Facebook, Instagram, Twitter and LinkedIn.

For more opportunities to join our team please visit our careers page.",10000+ Employees,1902,Company - Private,"Department, Clothing & Shoe Stores",Retail & Wholesale,$1 to $2 billion (USD)
408,Applied Scientist,Microsoft,"Bellevue, WA","$122,679 /yr (est.)",4.4,"Azure Cognitive Services in Bellevue, WA, is hiring an Applied Scientist.

It has never been a more exciting time at the Azure Cognitive Services Division at Cloud & AI! We continue to advance the state of the art in the areas we choose to study, and we impact Microsoft by transferring great research results to products. The Azure Cognitive Services Division is tasked to improve our odds of betting on the “next big thing” and impact various products in the areas of cloud and edge intelligence such as Microsoft Cognitive Services. We work in the general areas of human understanding, environment understanding, and decision intelligence.

This team offers a comprehensive family of AI services and cognitive APIs to help customers build intelligent applications. We are looking for highly motivated and self-driven individuals who are passionate about advancing the state of the art while making business impact.
Responsibilities",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
409,Jr Data Analyst - Quantitative Research,SEIU 775 Benefits Group,"Seattle, WA","$93,597 /yr (est.)",2.9,"Who We Are:
SEIU 775 Benefits Group’s mission is to improve the skills, health and stability of the caregiver workforce through innovation and high-quality benefits and programs.
We partner with workers, employers and industry stakeholders to collectively solve workforce problems through innovation, creativity and an evidence-based approach. Together, we deliver high-quality benefits and services to support a growing caregiver workforce.
We are a nonprofit – passionate about revolutionizing the future of in-home care, and are looking for others to join our smart, collaborative and kind team.
The Details:
Location: Headquartered in Downtown Seattle, remote work possible from AZ, CA, CO, FL, OR, VA, WA
Work Schedule: Our typical business hours are 8:30-5:00 Monday-Friday.
Travel Requirements: Up to 10%
Category: Full-Time, FLSA Exempt, Regular, Union
Physical Requirements: Must be able to work on a computer screen for long periods of the day.",51 to 200 Employees,2008,Nonprofit Organization,Education & Training Services,Education,Unknown / Non-Applicable
410,Quantitative Researcher,Bridgefront Capital,"Austin, TX","$117,321 /yr (est.)",-1,"Quantitative Researchers work directly with our portfolio managers to innovate in our lab and manage production strategies. Our research team has excelled at multiple top firms and offers an opportunity to work with a strong successful group. Our technology enables rapid experimentation, flexibility in quantitative approaches, and large-scale hypothesis testing in a parallel computing environment. Our culture is collaborative and open with an emphasis on ingenuity and interrogating reality as we challenge assumptions and conduct rigorous research. Opportunities for advancement include overseeing a subset of strategies as a portfolio manager.

In this role you will:",1 to 50 Employees,Unknown,Unknown / Non-Applicable,-1,-1,-1
411,"Technical Writer, Google AI Programs",Google,"New York, NY","$117,321 /yr (est.)",4.5,"Note: By applying to this position you will have an opportunity to share your preferred working location from the following: New York, NY, USA; Cambridge, MA, USA.
Minimum qualifications:
Bachelor's degree or equivalent practical experience.
1 year of experience creating content for a technical audience, including developer documentation, computer science course materials, and/or IT administration playbooks.
Experience working with technologies (e.g., software or hardware systems) by investigation, experimentation (e.g., reading or running code), and/or interactions with subject matter experts (SMEs).

Preferred qualifications:




Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form.",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
412,Junior AI/ML Software Developer,Paradyme Management,"Washington, DC","$97,401 /yr (est.)",3.6,"Overview:
Paradyme Management is a rapidly growing government technology leader that puts service first, for its customers, its team and the communities it supports. Paradyme harnesses DevSecOps and Agile development processes to deliver exceptional results for digital transformations. With headquarters office in Tysons Corner, VA, Paradyme’s award-winning culture sets it apart through its team’s deep commitment to service and collaboration with its customers, each other and the community. Learn more at www.paradymemanagement.com.
Responsibilities:

Paradyme has partnered with an industry leader in enterprise Artificial Intelligence software and is seeking a talented Junior AI/ML Software Developer to help deliver solutions to our customers. Together we’re accelerating our client’s digital transformation through the building and deployment of data-driven, scalable AI solutions.

The Junior AI/ML Software Developer will work alongside a team of highly skilled engineers in the development of AI applications. A motivated and qualified candidate will not only have hands on development experience in (JavaScript, Python or Java) but also a willingness to collaborate with teams to solve problems.




EEO Statement:",51 to 200 Employees,2003,Company - Private,Information Technology Support Services,Information Technology,$10 to $25 million (USD)
413,Research Analyst,UCLA,"Los Angeles, CA","$97,401 /yr (est.)",4.3,"The Department of Environmental Health Sciences in the Fielding School of Public Health seeks a research analyst to support research related to environmental justice and health disparities. Under the direction of PI Lara Cushing, the analyst will contribute to original research estimating the effects of environmental factors such as air pollution, noise, chemical exposures, and green space on population health (with a focus on reproductive health outcomes), as well as social determinants of inequalities in exposure to environmental hazards along race and class lines in the U.S. We employ both epidemiological and spatial data analysis methods, and often partner with community-based organizations in applied research.

The research analyst will support multiple projects related to social determinants of environmental health disparities. Responsibilities will include assessing the suitability of publicly available secondary data sets for analysis, including spatial data (e.g. determining available variables based on data documentation); cleaning and preparing large data sets for spatial and statistical analyses; and carrying out data analyses using statistical software (e.g. ArcGIS, R, Python, SAS and/or Stata). The analyst will be responsible for producing organized summary reports of their statistical analyses including maps, tables, and charts, and contributing to the interpretation of findings. The research analyst will also be responsible for conducting literature reviews, contributing to scientific abstracts, manuscripts, and grant proposals (with opportunities for co-authorship), and other research support duties as assigned.


100


8:00 am


5:00 pm

Qualifications for Position

12
Records

Qualifications

Required/Preferred

Graduate degree in environmental health, epidemiology, geography, urban planning, biostatistics, data science, public health, or related field.

Preferred

A minimum of one year of research experience in environmental health, epidemiology, geography, urban planning, biostatistics, data science, public health, or related field. Experience gained while in school counts toward relevant experience.

Required

Demonstrated experience in quantitative analysis of large data sets using statistical software (preferably in R and/or SAS) using well-documented and reproducible code.

Required

Demonstrated experience in spatial data management and analysis using geographic information systems (ArcGIS and/or R preferred)

Required

At least one year of full-time work experience.

Preferred

Ability to work independently with minimal supervision, including strong time management skills and ability to meet deadlines.

Required

Familiarity conducting literature searches, utilizing reference management software (e.g. Zotero) and summarizing findings from scientific studies.

Required

Working knowledge of computer software for data management and analysis (R and/or SAS preferred), Excel and word processing

Required

Strong oral and written communication skills

Required

Excellent organizational skills and attention to detail

Required

Experience in community-based participatory research and working with people from diverse backgrounds

Preferred

Proficiency in Spanish

Preferred

Additional Posting Information


99-Policy Covered


07-29-2022",1001 to 5000 Employees,1919,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD)
